No,Scopus_Match_Key,Scopus_ISSN,Scopus_EISSN,Scopus_Title,Active or Inactive,Coverage,Titles Discontinued by Scopus,Source Type,"Top level:

Life Sciences","Top level:

Social Sciences","Top level:

Physical Sciences","Top level:

Health Sciences","1000 
General","1100
Agricultural and Biological Sciences","1200
Arts and Humanities","1300
Biochemistry, Genetics and Molecular Biology","1400
Business, Management and Accounting","1500
Chemical Engineering","1600
Chemistry","1700
Computer Science","1800
Decision Sciences","1900
Earth and Planetary Sciences","2000
Economics, Econometrics and Finance","2100
Energy","2200
Engineering","2300
Environmental Science","2400
Immunology and Microbiology","2500
Materials Science","2600
Mathematics","2700
Medicine","2800
Neuroscience","2900
Nursing","3000
Pharmacology, Toxicology and Pharmaceutics","3100
Physics and Astronomy","3200
Psychology","3300
Social Sciences","3400
Veterinary","3500
Dentistry","3600
Health Professions"
2204,0743-4154,0743-4154,2754-1819,Research in the History of Economic Thought and Methodology,Active,2000-2026,,Book Series,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
2205,0733-558X,0733-558X,2977-4365,Research in the Sociology of Organizations,Active,2009-2026; 2000-2007,,Book Series,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,Social Sciences ,,,
2206,2210-5395,2210-5395,,Research in Transportation Business and Management,Active,2011-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,Decision Sciences ,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,Social Sciences ,,,
2207,0739-8859,0739-8859,,Research in Transportation Economics,Active,2004-2026; 2001; 1999; 1996; 1994,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,Social Sciences ,,,
2208,1574-0765,1574-0765,2978-140X,Research on Professional Responsibility and Ethics in Accounting,Active,2024-2026; 2018-2021; 2010-2016; 2007-2008,,Book Series,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,Psychology ,,,,
2209,0048-7333,0048-7333,,Research Policy,Active,1971-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,Decision Sciences ,,,,,,,,,,,,,,,,,,
2210,0895-6308,0895-6308,1930-0166,Research Technology Management,Active,1995-2026; 1993; 1988-1989,,Journal,,Social Sciences,Physical Sciences,,,,,,"Business, Management and Accounting ",,,,,,,,Engineering ,,,,,,,,,,,,,,
2211,0928-7655,0928-7655,,Resource and Energy Economics,Active,1993-2026,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
2212,0301-4207,0301-4207,,Resources Policy,Active,1974-2026,,Journal,,Social Sciences,Physical Sciences,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,Environmental Science ,,,,,,,,,,Social Sciences ,,,
2213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2214,0893-5696,0893-5696,1475-8059,Rethinking Marxism,Active,1998-2025; 1988-1996,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
2215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2216,1475-7702,1475-7702,1758-7700,Review of Accounting and Finance,Active,2002-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
2217,1380-6653,1380-6653,1573-7136,Review of Accounting Studies,Active,1996-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,,,,
2218,0305-6244,0305-6244,1740-1720,Review of African Political Economy,Active,1974-2025,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
2219,2045-9920,2045-9920,2045-9939,Review of Asset Pricing Studies,Active,2011-2026,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
2220,2326-6198,2326-6198,2326-6201,Review of Behavioral Economics,Active,2019-2025,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,Psychology ,Social Sciences ,,,
2221,1940-5979,1940-5979,1940-5987,Review of Behavioral Finance,Active,2009-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
2222,2693-9312,2693-9312,2693-9320,Review of Corporate Finance,Active,2021-2025,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
2223,2046-9128,2046-9128,2046-9136,Review of Corporate Finance Studies,Active,2012-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
2224,1380-6645,1380-6645,1573-7144,Review of Derivatives Research,Active,2002-2026; 1998-2000; 1996,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
2225,1363-6669,1363-6669,1467-9361,Review of Development Economics,Active,1997-2026,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
2226,1973-3909,,1973-3909,Review of Economic Analysis,Active,2019-2026,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
2227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2228,1434-4742,1434-4742,1434-4750,Review of Economic Design,Active,1996-2026,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
2229,1094-2025,1094-2025,1096-6099,Review of Economic Dynamics,Active,1998-2026,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
2230,2366-035X,0948-5139,2366-035X,Review of Economics,Active,2016-2025,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
2231,2631-3561,2356-9980,2631-3561,Review of Economics and Political Science,Active,2018-2026,,Journal,,Social Sciences,Physical Sciences,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,Mathematics ,,,,,,,Social Sciences ,,,
2232,1569-5239,1569-5239,1573-7152,Review of Economics of the Household,Active,2005-2026,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,Social Sciences ,,,
2233,1750-6816,1750-6816,1750-6824,Review of Environmental Economics and Policy,Active,2008-2026,,Journal,,Social Sciences,Physical Sciences,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,Environmental Science ,,,,,,,,,,,,,
2234,1572-3097,1572-3097,1573-692X,Review of Finance,Active,2004-2026; 2001-2002,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
2235,1058-3300,1058-3300,1873-5924,Review of Financial Economics,Active,1994-2026,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
2236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2237,1475-4991,0034-6586,1475-4991,Review of Income and Wealth,Active,1961-2026; 1957-1959; 1955; 1951-1953,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
2238,0889-938X,0889-938X,1573-7160,Review of Industrial Organization,Active,1988-2026; 1984-1986,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
2239,2059-6014,,2059-6014,Review of International Business and Strategy,Active,2016-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,,,,
2240,0965-7576,0965-7576,1467-9396,Review of International Economics,Active,1992-2026,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
2241,1559-7431,1559-7431,1559-744X,Review of International Organizations,Active,2006-2026,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,Social Sciences ,,,
2242,0969-2290,0969-2290,1466-4526,Review of International Political Economy,Active,1994-2026,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,Social Sciences ,,,
2243,0260-2105,0260-2105,1469-9044,Review of International Studies,Active,1981-2026; 1976,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
2244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2245,2049-5323,2049-5323,2049-5331,Review of Keynesian Economics,Active,2012-2026,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
2246,2194-6000,2194-6000,1555-5879,Review of Law and Economics,Active,2005-2026,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,Social Sciences ,,,
2247,1863-6691,1863-6683,1863-6691,Review of Managerial Science,Active,2009-2026; 2007,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,,,,
2248,0034-6616,0034-6616,,Review of Marketing and Agricultural Economics,Inactive,1996; 1978,,Journal,Life Sciences,Social Sciences,,,,Agricultural and Biological Sciences ,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
2249,1546-5616,,1546-5616,Review of Marketing Science,Active,2019-2026; 2003-2017,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,,,,
2250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2251,0219-0915,0219-0915,1793-6705,Review of Pacific Basin Financial Markets and Policies,Active,2003-2026; 1999-2000,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
2252,0953-8259,0953-8259,1465-3982,Review of Political Economy,Active,2002-2026; 1989-1996,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,Social Sciences ,,,
2253,0734-371X,0734-371X,1552-759X,Review of Public Personnel Administration,Active,1980-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,Social Sciences ,,,
2254,0924-865X,0924-865X,1573-7179,Review of Quantitative Finance and Accounting,Active,1991-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
2255,0486-6134,0486-6134,1552-8502,Review of Radical Political Economics,Active,1969-2026,,Journal,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
2256,1553-0892,0048-749X,1553-0892,Review of Regional Studies,Active,1987-2026; 1984; 1977-1982; 1974-1975,,Journal,,Social Sciences,Physical Sciences,,,,,,,,,,,Earth and Planetary Sciences ,,,,,,,,,,,,,,Social Sciences ,,,
2257,0034-6764,0034-6764,1470-1162,Review of Social Economy,Active,1946-2026; 1944; 1942,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
2258,1698-1359,1698-1359,1698-1367,Review of Economic Research on Copyright Issues,Active,2019-2025,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,Social Sciences ,,,
2259,0917-0553,0917-0553,1467-940X,Review of Urban and Regional Development Studies,Inactive,1989-2019,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
2260,1610-2878,1610-2878,1610-2886,Review of World Economics,Active,2003-2026,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
2261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2263,1415-0344,1415-0344,2238-3840,Revista do CAAP,Active,2020-2026,,Journal,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
2264,0338-0599,0338-0599,,Revue d'Etudes Comparatives Est-Ouest,Active,2024-2025; 1996-2022; 1985; 1978,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,Social Sciences ,,,
2265,1265-9576,1265-9576,1777-5647,Revue de l'OFCE,Active,2024; 2001-2022,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
2266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2268,1460-3799,1460-3799,1743-4637,Risk Management,Active,2009-2026; 2006; 1999,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
2269,1098-1616,1098-1616,1540-6296,Risk Management and Insurance Review,Active,2005-2026; 1999,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
2270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2271,1582-6163,1582-6163,2537-6071,Romanian Journal of Economic Forecasting,Active,2008-2025,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
2272,2618-7213,2618-7213,2405-4739,Russian Journal of Economics,Active,2015-2025,,Journal,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
2273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2274,2474-2376,2474-2376,2474-6509,Rutgers Business Review,Active,2016-2025,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,,,,
2275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2276,0925-7535,0925-7535,1879-1042,Safety Science,Active,1991-2026,,Journal,,Social Sciences,Physical Sciences,Health Sciences,,,,,,,,,,,,,Engineering ,,,,,Medicine ,,,,,,Social Sciences ,,,
2277,0346-1238,0346-1238,1651-2030,Scandinavian Actuarial Journal,Active,1918-2026,,Journal,,Social Sciences,Physical Sciences,,,,,,,,,,Decision Sciences ,,"Economics, Econometrics and Finance ",,,,,,Mathematics ,,,,,,,,,,
2278,0358-5522,0358-5522,1750-2837,Scandinavian Economic History Review,Active,1953-2026,,Journal,,Social Sciences,Physical Sciences,,,,Arts and Humanities ,,,,,,,,,,Engineering ,,,,,,,,,,,Social Sciences ,,,
2279,0347-0520,0347-0520,1467-9442,Scandinavian Journal of Economics,Active,1995-2026; 1991-1993; 1985; 1983; 1977-1980,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
2280,1502-2250,1502-2250,1502-2269,Scandinavian Journal of Hospitality and Tourism,Active,2001-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,,,,
2281,0905-0167,0905-0167,1901-0990,Scandinavian Journal of Information Systems,Active,2011-2025,,Journal,,,Physical Sciences,,,,,,,,,Computer Science ,,,,,,,,,,,,,,,,,,,
2282,0956-5221,0956-5221,1873-3387,Scandinavian Journal of Management,Active,1988-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,Psychology ,,,,
2283,1467-9469,0303-6898,1467-9469,Scandinavian Journal of Statistics,Active,1996-2026,,Journal,,Social Sciences,Physical Sciences,,,,,,,,,,Decision Sciences ,,,,,,,,Mathematics ,,,,,,,,,,
2284,0036-8237,0036-8237,,Science and Society,Active,1996-2024; 1988-1991; 1986; 1984; 1979-1981; 1977; 1972; 1961; 1946,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
2285,0302-3427,0302-3427,1471-5430,Science and Public Policy,Active,1984-2026; 1976-1982; 1974,,Journal,,Social Sciences,Physical Sciences,,,,,,,,,,,,,,,Environmental Science ,,,,,,,,,,Social Sciences ,,,
2286,1075-5470,1075-5470,1552-8545,Science Communication,Active,1979-2026,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
2287,0971-7218,0971-7218,0973-0796,"Science, Technology and Society",Active,2006-2026; 1996-2004,,Journal,,,,,General,,,,,,,,,,,,,,,,,,,,,,,,,,
2288,0162-2439,0162-2439,1552-8251,Science Technology and Human Values,Active,1976-2026,,Journal,,Social Sciences,Physical Sciences,,,,Arts and Humanities ,,,,,Computer Science ,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,Social Sciences ,,,
2289,0138-9130,0138-9130,1588-2861,Scientometrics,Active,1978-2026,,Journal,,Social Sciences,Physical Sciences,,,,,,,,,Computer Science ,,,,,,,,,,,,,,,,Social Sciences ,,,
2290,0036-9292,0036-9292,1467-9485,Scottish Journal of Political Economy,Active,1954-2026,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,Social Sciences ,,,
2291,0967-0106,0967-0106,1460-3640,Security Dialogue,Active,1976-2026; 1970-1972,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
2292,0963-6412,0963-6412,1556-1852,Security Studies,Active,1991-2026,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
2293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2295,1869-4187,1869-4187,1869-4195,SERIEs,Active,2010-2026,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
2296,1862-8516,1862-8516,1862-8508,Service Business,Active,2007-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,,,,
2297,0264-2069,0264-2069,1743-9507,Service Industries Journal,Active,1983-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,,,,
2298,2164-3970,2164-3962,2164-3970,Service Science,Active,2014-2026; 2012,,Journal,,Social Sciences,Physical Sciences,,,,,,"Business, Management and Accounting ",,,,Decision Sciences ,,,,,,,,Mathematics ,,,,,,,,,,
2299,1533-2969,1533-2969,1533-2977,Services Marketing Quarterly,Active,2001-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,,,,
2300,0360-0025,0360-0025,1573-2762,Sex Roles,Active,1975-2026,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,Psychology ,Social Sciences ,,,
2301,0036-1399,0036-1399,1095-712X,SIAM Journal on Applied Mathematics,Active,1969-2026,,Journal,,,Physical Sciences,,,,,,,,,,,,,,,,,,Mathematics ,,,,,,,,,,
2302,1945-497X,,1945-497X,SIAM Journal on Financial Mathematics,Active,2010-2026,,Journal,,Social Sciences,Physical Sciences,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,Mathematics ,,,,,,,,,,
2303,0218-2009,0218-2009,,Singapore Academy of Law Journal,Active,2019-2026,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
2304,0217-5908,0217-5908,1793-6837,Singapore Economic Review,Active,1983-2026,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
2305,0218-2173,0218-2173,,Singapore Journal of Legal Studies,Active,2023-2025; 2019-2021; 2012-2013,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
2306,0921-898X,0921-898X,1573-0913,Small Business Economics,Active,1989-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
2307,1321-5906,1321-5906,1175-0979,Small Enterprise Research,Active,2010-2026; 1996-2008; 1992-1994,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,Social Sciences ,,,
2308,1046-4964,1046-4964,1552-8278,Small Group Research,Active,1970-2026,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,Psychology ,,,,
2309,2046-6099,2046-6099,2046-6102,Smart and Sustainable Built Environment,Active,2012-2026,,Journal,,Social Sciences,Physical Sciences,,,,,,,,,,,,,Energy ,Engineering ,,,,,,,,,,,Social Sciences ,,,
2310,1466-0970,1466-0970,1743-9590,Soccer and Society,Active,2008-2026; 2003,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,Psychology ,Social Sciences ,,,
2311,0037-7651,0037-7651,2662-8988,Social and Economic Studies,Active,2008-2024; 1977-1986; 1974,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,Social Sciences ,,,
2312,0969-160X,0969-160X,2156-2245,Social and Environmental Accountability Journal,Active,1993-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,,,,
2313,0176-1714,0176-1714,1432-217X,Social Choice and Welfare,Active,1984-2026,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,Social Sciences ,,,
2314,1750-8614,1750-8614,1750-8533,Social Enterprise Journal,Active,2018-2026; 2016; 2012,,Journal,,Social Sciences,Physical Sciences,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,Environmental Science ,,,,,,,,,,Social Sciences ,,,
2315,0037-7732,0037-7732,1534-7605,Social Forces,Active,1924-2026,,Journal,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
2316,0303-8300,0303-8300,1573-0921,Social Indicators Research,Active,1974-2026,,Journal,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,Psychology ,Social Sciences ,,,
2317,0885-7466,0885-7466,1573-6725,Social Justice Research,Active,1992-2026; 1987-1990,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
2318,1524-5004,1524-5004,1539-4093,Social Marketing Quarterly,Active,1994-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
2319,0144-5596,0144-5596,1467-9515,Social Policy and Administration,Active,1967-2026,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
2320,0037-7791,0037-7791,1533-8533,Social Problems,Active,1992-2026; 1988-1990; 1973-1985; 1971; 1962-1963,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
2321,1948-5506,1948-5506,1948-5514,Social Psychological and Personality Science,Active,2010-2026,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,Psychology ,,,,
2322,1747-1117,1747-1117,1758-857X,Social Responsibility Journal,Active,2005-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,Social Sciences ,,,
2323,0277-9536,0277-9536,1873-5347,Social Science and Medicine,Active,1982-2026; 1967-1980,,Journal,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
2324,0539-0184,0539-0184,1461-7412,Social Science Information,Active,1962-2026,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
2325,1369-1465,1369-1465,1468-2680,Social Science Japan Journal,Active,1998-2026,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
2326,0038-4941,0038-4941,1540-6237,Social Science Quarterly,Active,1996-2026; 1994; 1989-1992; 1987; 1976-1984; 1974; 1970,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
2327,0037-7961,0037-7961,1537-5404,Social Service Review,Active,1996-2026; 1987; 1973-1983,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
2328,1746-5680,1746-5680,1746-5699,Society and Business Review,Active,2019-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,,,,
2329,1588-9726,1588-9726,1588-970X,Society and Economy,Active,2007-2025,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,Social Sciences ,,,
2330,0038-0121,0038-0121,,Socio-Economic Planning Sciences,Active,1967-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,Decision Sciences ,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,Social Sciences ,,,
2331,1475-1461,1475-1461,,Socio-Economic Review,Active,2005-2025; 2003,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,Social Sciences ,,,
2332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2333,1475-682X,0038-0245,1475-682X,Sociological Inquiry,Active,1961-2026,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
2334,0081-1750,0081-1750,1467-9531,Sociological Methodology,Active,1996-2026; 1993; 1987-1990,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
2335,0735-2751,0735-2751,1467-9558,Sociological Theory,Active,1996-2026,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
2336,0038-0296,0038-0296,,Sociologie du Travail,Active,1994-2025; 1988; 1980; 1972,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,Social Sciences ,,,
2337,0038-0385,0038-0385,1469-8684,Sociology,Active,1967-2026,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
2338,0741-1235,0741-1235,1543-2785,Sociology of Sport Journal,Active,1995-2026; 1991; 1989; 1986; 1984,,Journal,,Social Sciences,,Health Sciences,,,,,,,,,,,,,,,,,,Medicine ,,,,,,Social Sciences ,,,Health Professions 
2339,1029-1954,1029-1954,2376-3981,South African Journal of Accounting Research,Active,2018-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,,,,
2340,2078-5585,2078-5585,2078-5976,South African Journal of Business Management,Active,2008-2026; 1985,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,,,,
2341,1015-8812,1015-8812,2222-3436,South African Journal of Economic and Management Sciences,Active,1998-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
2342,0038-2280,0038-2280,1813-6982,South African Journal of Economics,Active,1933-2026,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
